time, color, distance, speed, stop, step, deviation, integral, derivative, frontID, frontTime, frontStep, frontSpeed, frontDistance
14964,54,2550,104.18625, False,0,16.5,16.5,-9,2,15031,0,165,1456
15164,26,2550,109.3955625, False,0,-11.5,0,-28,2,15164,0,165,1418
15373,62,2550,114.8653406, False,0,24.5,0,36,2,15302,0,165,1387
15574,66,2550,120.6086077, False,0,28.5,28.5,4,2,15602,0,165,1385
15774,65,2550,126.639038, False,0,27.5,56,-1,2,15734,0,165,1326
15984,61,2550,132.9709899, False,0,23.5,79.5,-4,2,16030,0,165,1326
16204,61,2550,139.6195394, False,0,23.5,103,0,2,16163,0,165,1254
16407,61,2550,90, False,0,23.5,126.5,0,2,16452,0,165,1227
16608,63,2550,90, False,0,25.5,152,2,2,16591,0,90,1196
16808,64,2550,90, False,0,26.5,178.5,1,2,16752,0,90,1202
17022,6,2550,90, False,0,-31.5,0,-58,2,17025,0,90,1877
17227,43,1269,94.5, False,0,5.5,0,37,2,17183,0,94.5,1174
17427,60,2550,99.225, False,0,22.5,22.5,17,2,17481,0,104.1862488,1139
17637,41,2550,104.18625, False,0,3.5,0,-19,2,17655,0,109.3955612,1139
17838,40,1282,109.3955625, False,0,2.5,0,-1,2,17792,0,114.8653412,1800
18038,55,2442,114.8653406, False,0,17.5,17.5,15,2,18065,0,126.6390381,1162
18245,40,2420,120.6086077, False,0,2.5,0,-15,2,18231,0,132.970993,1767
18454,47,2406,126.639038, False,0,9.5,0,7,2,18511,0,139.6195374,1746
18664,47,1281,132.9709899, False,0,9.5,0,0,2,18650,0,153.930542,1702
18864,31,2360,139.6195394, False,0,-6.5,0,-16,2,18783,0,161.6270752,1672
19064,45,2550,146.6005164, False,0,7.5,0,14,2,19082,0,90,1633
19264,34,2550,153.9305422, False,0,-3.5,0,-11,2,19223,0,90,1619
19464,42,2550,161.6270693, False,0,4.5,0,8,2,19502,0,90,1076
19664,37,2258,165, False,0,-0.5,0,-5,2,19680,0,90,1093
19886,41,2223,165, False,0,3.5,0,4,2,19955,0,94.5,1076
20086,42,2550,165, False,0,4.5,0,1,2,20088,0,90,1173
20287,29,2550,165, False,0,-8.5,0,-13,2,20242,0,94.5,2550
20487,43,2550,165, False,0,5.5,0,14,2,20518,0,104.1862488,2304
20687,42,2158,165, False,0,4.5,0,-1,2,20654,0,109.3955612,2550
20888,35,2550,165, False,0,-2.5,0,-7,2,20924,0,120.6086044,1138
21094,36,2550,165, False,0,-1.5,0,1,2,21081,0,126.6390381,1525
21308,41,2150,165, False,0,3.5,0,5,2,21366,0,132.970993,1119
21508,33,2282,165, False,0,-4.5,0,-8,2,21495,0,146.6005096,2550
21709,44,1936,165, False,0,6.5,0,11,2,21775,0,153.930542,1166
21913,39,1877,165, False,0,1.5,0,-5,2,21916,0,165,954
22114,29,2550,165, False,0,-8.5,0,-10,2,22071,0,165,1111
22317,49,1823,165, False,0,11.5,0,20,2,22351,0,165,1046
22526,34,1760,165, False,0,-3.5,0,-15,2,22521,0,165,2550
22726,37,1725,165, False,0,-0.5,0,3,2,22654,0,165,1012
22927,39,1679,165, False,0,1.5,0,2,2,22943,0,165,984
23127,34,1642,165, False,0,-3.5,0,-5,2,23076,0,165,1054
23327,33,1611,165, False,0,-4.5,0,-1,2,23381,0,165,1024
23528,46,1575,165, False,0,8.5,0,13,2,23536,0,165,899
23734,24,1549,165, False,0,-13.5,0,-22,2,23681,0,165,921
23934,51,1498,165, False,0,13.5,0,27,2,23942,0,165,937
24134,31,1468,165, False,0,-6.5,0,-20,2,24104,0,165,842
24345,40,1443,165, False,0,2.5,0,9,2,24372,0,165,818
24545,33,1400,165, False,0,-4.5,0,-7,2,24523,0,165,782
24747,30,1376,165, False,0,-7.5,0,-3,2,24815,0,165,2550
24947,56,1353,165, False,0,18.5,0,26,2,24955,0,165,765
25147,64,1317,165, False,0,26.5,26.5,8,2,25112,0,165,757
25348,67,1269,165, False,0,29.5,56,3,2,25392,0,165,757
25554,66,1236,165, False,0,28.5,84.5,-1,2,25534,0,165,1679
25756,64,1200,165, False,0,26.5,111,-2,2,25821,0,165,734
25956,66,1181,90, False,0,28.5,139.5,2,2,25972,0,165,728
26156,55,1162,90, False,0,17.5,157,-11,2,26130,0,165,728
26364,77,1155,90, False,0,39.5,196.5,22,2,26392,0,165,2550
26575,71,1848,90, False,0,33.5,230,-6,2,26530,0,165,2124
26778,5,1816,90, False,0,-32.5,0,-66,2,26835,0,165,2550
26984,5,1805,94.5, False,0,-32.5,-32.5,0,2,26984,0,165,2550
27188,10,1786,99.225, False,0,-27.5,-60,5,2,27130,0,165,1372
27389,52,1763,104.18625, False,0,14.5,0,42,2,27406,0,165,1288
27594,56,1744,109.3955625, False,0,18.5,18.5,4,2,27545,0,165,1286
27795,49,1722,114.8653406, False,0,11.5,30,-7,2,27830,0,165,1255
28003,55,1693,120.6086077, False,0,17.5,47.5,6,2,27982,0,165,2282
28215,62,1674,126.639038, False,0,24.5,72,7,2,28262,0,165,2550
28416,66,1648,132.9709899, False,0,28.5,100.5,4,2,28413,0,165,2154
28616,63,1633,90, False,0,25.5,126,-3,2,28692,0,165,2550
28816,58,1626,90, False,0,20.5,146.5,-5,2,28821,0,90,1119
29016,24,2550,90, False,0,-13.5,0,-34,2,28971,0,90,1093
29217,65,2550,94.5, False,0,27.5,0,41,2,29282,0,90,1058
29418,64,1603,99.225, False,0,26.5,26.5,-1,2,29412,0,90,1052
29619,61,2550,104.18625, False,0,23.5,50,-3,2,29572,0,90,595
29819,56,2550,109.3955625, False,0,18.5,68.5,-5,2,29860,0,94.5,605
30023,40,2550,114.8653406, False,0,2.5,0,-16,2,29997,0,99.22499847,574
30225,44,2550,120.6086077, False,0,6.5,0,4,2,30165,0,104.1862488,574
30428,47,1282,126.639038, False,0,9.5,0,3,2,30465,0,109.3955612,758
30634,41,2550,132.9709899, False,0,3.5,0,-6,2,30620,0,90,2550
30844,45,1225,139.6195394, False,0,7.5,0,4,2,30763,0,90,2550
31044,38,2550,146.6005164, False,0,0.5,0,-7,2,31046,0,94.5,2550
31247,47,2550,153.9305422, False,0,9.5,0,9,2,31203,0,99.22499847,1746
31448,31,2550,161.6270693, False,0,-6.5,0,-16,2,31374,0,104.1862488,2550
31652,44,2550,165, False,0,6.5,0,13,2,31665,0,90,2550
31869,32,2550,165, False,0,-5.5,0,-12,2,31795,0,90,864
32078,41,2550,165, False,0,3.5,0,9,2,32094,0,90,758
32279,35,2550,165, False,0,-2.5,0,-6,2,32305,0,90,658
32483,42,2550,165, False,0,4.5,0,7,2,32465,0,90,654
32694,41,1066,165, False,0,3.5,0,-1,2,32634,0,94.5,639
32897,32,2550,165, False,0,-5.5,0,-9,2,32933,0,104.1862488,660
33098,44,2550,165, False,0,6.5,0,12,2,33081,0,90,714
33299,40,2550,165, False,0,2.5,0,-4,2,33355,0,94.5,714
33503,37,1695,165, False,0,-0.5,0,-3,2,33506,0,104.1862488,689
33706,43,1678,165, False,0,5.5,0,6,2,33654,0,109.3955612,698
33906,37,2550,165, False,0,-0.5,0,-6,2,33972,0,114.8653412,681
34108,36,2550,165, False,0,-1.5,0,-1,2,34125,0,126.6390381,728
34308,38,2550,165, False,0,0.5,0,2,2,34281,0,132.970993,698
34509,51,2219,165, False,0,13.5,13.5,13,2,34437,0,139.6195374,742
34714,13,2233,165, False,0,-24.5,0,-38,2,34620,0,146.6005096,726
34915,58,2550,165, False,0,20.5,0,45,2,34963,0,153.930542,730
35115,52,2550,165, False,0,14.5,14.5,-6,2,35091,0,165,726
35316,7,2550,165, False,0,-30.5,0,-45,2,35373,0,165,718
35516,58,2550,165, False,0,20.5,0,51,2,35525,0,165,704
35716,63,2550,165, False,0,25.5,25.5,5,2,35692,0,165,326
35916,9,1418,165, False,0,-28.5,0,-54,2,35981,0,90,693
36121,28,2550,165, False,0,-9.5,0,19,2,36145,0,99.22499847,658
36323,58,2550,165, False,0,20.5,0,30,2,36281,0,104.1862488,658
36535,8,2550,165, False,0,-29.5,0,-50,2,36603,0,109.3955612,658
36735,39,2550,165, False,0,1.5,0,31,2,36741,0,120.6086044,710
36936,44,2336,165, False,0,6.5,0,5,2,36876,0,126.6390381,720
37136,58,2299,165, False,0,20.5,20.5,14,2,37074,0,132.970993,720
37338,51,2280,165, False,0,13.5,34,-7,2,37226,0,139.6195374,706
37538,54,2236,165, False,0,16.5,50.5,3,2,37594,0,153.930542,712
37742,58,2550,165, False,0,20.5,71,4,2,37741,0,161.6270752,736
37948,66,1130,165, False,0,28.5,99.5,8,2,37881,0,165,736
38156,71,1101,165, False,0,33.5,133,5,2,38164,0,165,680
38357,67,1046,90, False,0,29.5,162.5,-4,2,38431,0,165,720
38561,67,1030,90, False,0,29.5,192,0,2,38601,0,165,704
38767,68,1012,90, False,0,30.5,222.5,1,2,38733,0,165,704
38968,65,993,90, False,0,27.5,250,-3,2,39012,0,165,693
39173,5,1008,90, False,0,-32.5,0,-60,2,39155,0,165,693
39375,5,2550,94.5, False,0,-32.5,-32.5,0,2,39291,0,165,693
39581,15,2550,99.225, False,0,-22.5,-55,10,2,39608,0,165,672
39784,55,2550,104.18625, False,0,17.5,0,40,2,39803,0,165,2550
39985,37,2550,109.3955625, False,0,-0.5,0,-18,2,39939,0,165,2550
40185,63,2550,114.8653406, False,0,25.5,0,26,2,40214,0,165,2550
40385,67,2550,120.6086077, False,0,29.5,29.5,4,2,40346,0,165,2167
40586,70,2550,126.639038, False,0,32.5,62,3,2,40626,0,165,2550
40787,64,2550,132.9709899, False,0,26.5,88.5,-6,2,40772,0,165,1557
40987,57,2550,139.6195394, False,0,19.5,108,-7,2,40931,0,165,891
41187,57,2550,90, False,0,19.5,127.5,0,2,41202,0,165,1503
41404,54,2550,90, False,0,16.5,144,-3,2,41345,0,165,2550
41604,21,2550,90, False,0,-16.5,0,-33,2,41621,0,165,1422
41804,37,2550,94.5, False,0,-0.5,0,16,2,41781,0,165,1436
42007,52,2477,99.225, False,0,14.5,0,15,2,42061,0,165,2550
42209,35,2471,104.18625, False,0,-2.5,0,-17,2,42225,0,90,2550
42411,44,2458,109.3955625, False,0,6.5,0,9,2,42355,0,90,2550
42614,44,2425,114.8653406, False,0,6.5,0,0,2,42660,0,90,2550
42814,42,1204,120.6086077, False,0,4.5,0,-2,2,42822,0,90,2550
43018,52,2378,126.639038, False,0,14.5,14.5,10,2,42971,0,90,2550
43219,29,1190,132.9709899, False,0,-8.5,0,-23,2,43268,0,90,2550
43434,51,2338,139.6195394, False,0,13.5,0,22,2,43424,0,94.5,592
43648,36,1135,146.6005164, False,0,-1.5,0,-15,2,43722,0,99.22499847,635
43864,44,1154,153.9305422, False,0,6.5,0,8,2,43877,0,90,609
44068,34,2257,161.6270693, False,0,-3.5,0,-10,2,44041,0,90,2550
44268,42,1147,165, False,0,4.5,0,8,2,44195,0,90,2550
44469,38,2550,165, False,0,0.5,0,-4,2,44405,0,94.5,2550
44673,40,1068,165, False,0,2.5,0,2,2,44695,0,104.1862488,2550
44874,29,1016,165, False,0,-8.5,0,-11,2,44835,0,90,2550
45074,45,2550,165, False,0,7.5,0,16,2,45102,0,90,654
45275,35,2550,165, False,0,-2.5,0,-10,2,45251,0,90,740
45485,43,1022,165, False,0,5.5,0,8,2,45532,0,94.5,2550
45685,32,945,165, False,0,-5.5,0,-11,2,45665,0,99.22499847,685
45887,46,945,165, False,0,8.5,0,14,2,45963,0,104.1862488,697
46091,29,2550,165, False,0,-8.5,0,-17,2,46096,0,114.8653412,679
46295,45,2550,165, False,0,7.5,0,16,2,46246,0,120.6086044,651
46497,33,865,165, False,0,-4.5,0,-12,2,46541,0,132.970993,639
46704,45,863,165, False,0,7.5,0,12,2,46673,0,139.6195374,697
46905,28,2550,165, False,0,-9.5,0,-17,2,46934,0,146.6005096,668
47106,46,2550,165, False,0,8.5,0,18,2,47085,0,161.6270752,668
47326,25,2550,165, False,0,-12.5,0,-21,2,47381,0,165,658
47527,47,2550,165, False,0,9.5,0,22,2,47523,0,165,609
47728,39,2550,165, False,0,1.5,0,-8,2,47675,0,165,563
47929,37,2550,165, False,0,-0.5,0,-2,2,47973,0,165,553
48136,36,2550,165, False,0,-1.5,0,-1,2,48104,0,165,569
48336,32,2550,165, False,0,-5.5,0,-4,2,48263,0,165,555
48537,45,2550,165, False,0,7.5,0,13,2,48548,0,165,537
48744,31,2550,165, False,0,-6.5,0,-14,2,48695,0,165,519
48966,51,2550,165, False,0,13.5,0,20,2,48971,0,165,479
49166,38,2550,165, False,0,0.5,0,-13,2,49237,0,165,481
49366,59,2550,165, False,0,21.5,21.5,21,2,49366,0,165,447
49566,61,2550,165, False,0,23.5,45,2,2,49503,0,165,445
49766,59,2550,165, False,0,21.5,66.5,-2,2,49775,0,165,436
49966,59,2550,165, False,0,21.5,88,0,2,49922,0,165,428
50168,60,2550,165, False,0,22.5,110.5,1,2,50181,0,165,404
50374,64,2550,90, False,0,26.5,137,4,2,50333,0,165,357
50575,64,2550,90, False,0,26.5,163.5,0,2,50602,0,165,321
50775,67,2550,90, False,0,29.5,193,3,2,50745,0,90,321
50983,74,2550,90, False,0,36.5,229.5,7,2,50902,0,90,334
51184,62,2550,90, False,0,24.5,254,-12,2,51181,0,99.22499847,376
51391,5,955,90, False,0,-32.5,0,-57,2,51326,0,104.1862488,357
51595,5,2550,94.5, False,0,-32.5,-32.5,0,2,51612,0,90,328
51804,5,2550,99.225, False,0,-32.5,-65,0,2,51761,0,90,357
52004,26,2550,104.18625, False,0,-11.5,-76.5,21,2,52044,0,94.5,321
52214,67,2550,109.3955625, False,0,29.5,0,41,2,52200,0,94.5,340
52425,68,2550,114.8653406, False,0,30.5,30.5,1,2,52490,0,99.22499847,340
52634,57,2550,120.6086077, False,0,19.5,50,-11,2,52661,0,90,321
52834,66,2550,126.639038, False,0,28.5,78.5,9,2,52794,0,94.5,321
53056,60,2550,132.9709899, False,0,22.5,101,-6,2,53101,0,90,326
53257,55,986,90, False,0,17.5,118.5,-5,2,53234,0,90,383
53458,69,955,90, False,0,31.5,150,14,2,53526,0,94.5,357
53664,16,2550,90, False,0,-21.5,0,-53,2,53664,0,104.1862488,329
53864,52,901,94.5, False,0,14.5,0,36,2,53811,0,90,389
54068,59,1052,99.225, False,0,21.5,21.5,7,2,54096,0,99.22499847,408
54274,41,968,104.18625, False,0,3.5,0,-18,2,54271,0,104.1862488,2550
54478,52,953,109.3955625, False,0,14.5,14.5,11,2,54425,0,109.3955612,353
54678,50,2550,114.8653406, False,0,12.5,27,-2,2,54706,0,120.6086044,345
54883,38,2550,120.6086077, False,0,0.5,0,-12,2,54834,0,126.6390381,1316
55091,52,970,126.639038, False,0,14.5,14.5,14,2,55142,0,139.6195374,1299
55298,40,2550,132.9709899, False,0,2.5,0,-12,2,55292,0,146.6005096,1389
55524,35,856,139.6195394, False,0,-2.5,0,-5,2,55575,0,153.930542,1993
55725,44,964,146.6005164, False,0,6.5,0,9,2,55727,0,90,1944
55937,37,941,153.9305422, False,0,-0.5,0,-7,2,55892,0,90,389
56144,42,962,161.6270693, False,0,4.5,0,5,2,56161,0,99.22499847,404
56356,40,925,165, False,0,2.5,0,-2,2,56292,0,104.1862488,2550
56558,39,1242,165, False,0,1.5,0,-1,2,56571,0,114.8653412,383
56763,39,915,165, False,0,1.5,0,0,2,56711,0,120.6086044,383
56979,37,901,165, False,0,-0.5,0,-2,2,57031,0,90,326
57183,32,887,165, False,0,-5.5,0,-5,2,57182,0,90,391
57399,43,871,165, False,0,5.5,0,11,2,57320,0,94.5,393
57615,40,886,165, False,0,2.5,0,-3,2,57622,0,104.1862488,326
57816,48,826,165, False,0,10.5,10.5,8,2,57762,0,90,392
58023,27,780,165, False,0,-10.5,0,-21,2,58044,0,99.22499847,2550
58225,35,818,165, False,0,-2.5,0,8,2,58171,0,104.1862488,418
58431,46,808,165, False,0,8.5,0,11,2,58466,0,114.8653412,404
58637,34,750,165, False,0,-3.5,0,-12,2,58614,0,120.6086044,425
58837,31,822,165, False,0,-6.5,0,-3,2,58896,0,90,447
59037,46,822,165, False,0,8.5,0,15,2,59051,0,90,384
59238,22,822,165, False,0,-15.5,0,-24,2,59196,0,90,393
59442,43,730,165, False,0,5.5,0,21,2,59501,0,94.5,411
59644,45,730,165, False,0,7.5,0,2,2,59651,0,104.1862488,404
59854,31,730,165, False,0,-6.5,0,-14,2,59801,0,109.3955612,384
60055,46,730,165, False,0,8.5,0,15,2,60081,0,120.6086044,411
60256,24,2550,165, False,0,-13.5,0,-22,2,60242,0,126.6390381,420
60459,56,1670,165, False,0,18.5,0,32,2,60531,0,90,403
60659,45,1611,165, False,0,7.5,0,-11,2,60682,0,99.22499847,412
60859,15,2253,165, False,0,-22.5,0,-30,2,60813,0,104.1862488,425
61059,58,1565,165, False,0,20.5,0,43,2,61122,0,109.3955612,427
61267,37,1339,165, False,0,-0.5,0,-21,2,61255,0,120.6086044,439
61474,41,1345,165, False,0,3.5,0,4,2,61531,0,132.970993,439
61675,64,1330,165, False,0,26.5,26.5,23,2,61666,0,139.6195374,443
61878,70,2550,165, False,0,32.5,59,6,2,61954,0,146.6005096,447
62078,71,1963,165, False,0,33.5,92.5,1,2,62111,0,161.6270752,431
62278,66,1372,165, False,0,28.5,121,-5,2,62258,0,165,420
62478,66,2550,90, False,0,28.5,149.5,0,2,62422,0,165,425
62681,70,2550,90, False,0,32.5,182,4,2,62693,0,165,391
62884,34,2550,90, False,0,-3.5,0,-36,2,62847,0,165,397
63085,36,2550,94.5, False,0,-1.5,0,2,2,63005,0,165,392
63285,63,2550,99.225, False,0,25.5,0,27,2,63321,0,165,393
63486,39,2550,104.18625, False,0,1.5,0,-24,2,63473,0,165,355
63693,54,2550,109.3955625, False,0,16.5,16.5,15,2,63631,0,165,338
63894,59,2550,114.8653406, False,0,21.5,38,5,2,63904,0,165,321
64098,59,2550,120.6086077, False,0,21.5,59.5,0,2,64170,0,90,353
64304,59,2550,126.639038, False,0,21.5,81,0,2,64334,0,94.5,340
64505,55,2550,132.9709899, False,0,17.5,98.5,-4,2,64474,0,104.1862488,410
64715,53,2550,139.6195394, False,0,15.5,114,-2,2,64781,0,109.3955612,380
64918,57,792,90, False,0,19.5,133.5,4,2,64913,0,120.6086044,364
65118,58,803,90, False,0,20.5,154,1,2,65073,0,126.6390381,392
65319,8,692,90, False,0,-29.5,0,-50,2,65371,0,139.6195374,410
65522,55,2550,94.5, False,0,17.5,0,47,2,65501,0,146.6005096,376
65725,58,2550,99.225, False,0,20.5,20.5,3,2,65791,0,153.930542,437
65925,57,722,104.18625, False,0,19.5,40,-1,2,65942,0,165,366
66126,54,740,109.3955625, False,0,16.5,56.5,-3,2,66103,0,165,347
66334,50,2550,114.8653406, False,0,12.5,69,-4,2,66261,0,165,411
66535,37,774,120.6086077, False,0,-0.5,0,-13,2,66553,0,165,326
66735,48,774,126.639038, False,0,10.5,0,11,2,66714,0,90,326
66938,42,744,132.9709899, False,0,4.5,0,-6,2,66991,0,94.5,329
67144,54,754,139.6195394, False,0,16.5,16.5,12,2,67151,0,90,357
67345,17,786,146.6005164, False,0,-20.5,0,-37,2,67274,0,94.5,353
67546,51,736,153.9305422, False,0,13.5,0,34,2,67570,0,104.1862488,412
67746,51,730,161.6270693, False,0,13.5,13.5,0,2,67703,0,109.3955612,411
67957,30,855,165, False,0,-7.5,0,-21,2,67985,0,120.6086044,382
68157,47,698,165, False,0,9.5,0,17,2,68125,0,126.6390381,428
68363,37,705,165, False,0,-0.5,0,-10,2,68283,0,132.970993,416
68569,33,720,165, False,0,-4.5,0,-4,2,68604,0,139.6195374,473
68773,42,722,165, False,0,4.5,0,9,2,68785,0,146.6005096,473
68978,32,722,165, False,0,-5.5,0,-10,2,68941,0,161.6270752,1288
69178,45,722,165, False,0,7.5,0,13,2,69094,0,165,1288
69383,37,685,165, False,0,-0.5,0,-8,2,69381,0,165,1201
69588,28,685,165, False,0,-9.5,0,-9,2,69514,0,90,1183
69789,53,697,165, False,0,15.5,0,25,2,69813,0,90,1171
69994,24,654,165, False,0,-13.5,0,-29,2,69982,0,90,1152
70197,52,742,165, False,0,14.5,0,28,2,70251,0,90,1152
70397,27,670,165, False,0,-10.5,0,-25,2,70393,0,90,427
70598,39,644,165, False,0,1.5,0,12,2,70553,0,90,399
70808,50,681,165, False,0,12.5,12.5,11,2,70860,0,90,416
71016,22,626,165, False,0,-15.5,0,-28,2,71001,0,99.22499847,416
71225,46,519,165, False,0,8.5,0,24,2,71292,0,104.1862488,424
71429,43,510,165, False,0,5.5,0,-3,2,71421,0,90,469
71634,26,492,165, False,0,-11.5,0,-17,2,71576,0,94.5,469
71836,49,483,165, False,0,11.5,0,23,2,71871,0,90,184
72043,39,475,165, False,0,1.5,0,-10,2,72015,0,90,185
72254,35,510,165, False,0,-2.5,0,-4,2,72291,0,90,166
72454,40,481,165, False,0,2.5,0,5,2,72442,0,90,162
72661,34,474,165, False,0,-3.5,0,-6,2,72583,0,90,166
72864,44,474,165, False,0,6.5,0,10,2,72869,0,0,174
73075,24,474,165, False,0,-13.5,0,-20,2,73018,0,0,184
73276,42,357,165, False,0,4.5,0,18,2,73275,0,0,220
73476,60,916,165, False,0,22.5,22.5,18,2,73421,0,0,321
73677,65,885,165, False,0,27.5,50,5,2,73722,0,90,225
73877,69,894,165, False,0,31.5,81.5,4,2,73881,0,90,212
74077,67,864,165, False,0,29.5,111,-2,2,74023,0,90,213
74284,62,321,90, False,0,24.5,135.5,-5,2,74314,0,90,217
74484,65,794,90, False,0,27.5,163,3,2,74456,0,90,221
74698,66,330,90, False,0,28.5,191.5,1,2,74732,0,0,233
74904,28,326,90, False,0,-9.5,0,-38,2,74882,0,0,271
75114,51,191,90, False,0,13.5,0,23,2,75191,0,0,321
75314,37,1281,94.5, False,0,-0.5,0,-14,2,75345,0,90,321
75515,47,878,99.225, False,0,9.5,0,10,2,75494,0,90,326
75726,44,241,90, False,0,6.5,0,-3,2,75780,0,90,259
75927,49,213,90, False,0,11.5,11.5,5,2,75914,0,90,271
76128,53,1611,94.5, False,0,15.5,27,4,2,76063,0,90,281
