time, color, distance, speed, stop, step, deviation, integral, derivative
217052, 18, 2550, 130.0, False, 0, -19.5, -52.0, 13.0
217212, 71, 2550, 130.0, False, 0, 33.5, 0, 53.00000000000001
217380, 53, 2550, 130.0, False, 0, 15.5, 15.5, -18.0
217529, 5, 2550, 130.0, False, 0, -32.5, 0, -48.00000000000001
217678, 5, 2550, 130.0, False, 0, -32.5, -32.5, 0.0
217822, 44, 2550, 130.0, False, 0, 6.5, 0, 39.0
217967, 53, 2550, 130.0, False, 0, 15.5, 15.5, 9.0
218118, 18, 2550, 130.0, False, 0, -19.5, 0, -35.0
218257, 9, 2550, 130.0, False, 0, -28.5, -28.5, -9.0
218398, 52, 2550, 130.0, False, 0, 14.5, 0, 43.0
218540, 74, 2550, 130.0, False, 0, 36.5, 36.5, 22.0
218690, 43, 2550, 130.0, False, 0, 5.5, 0, -31.0
218831, 6, 2550, 130.0, False, 0, -31.5, 0, -37.0
218979, 30, 2550, 130.0, False, 0, -7.5, 0, 24.0
219120, 77, 2550, 130.0, False, 0, 39.5, 0, 47.0
219261, 64, 2550, 130.0, False, 0, 26.5, 26.5, -13.0
219399, 7, 2550, 130.0, False, 0, -30.5, 0, -57.0
219539, 6, 2550, 130.0, False, 0, -31.5, -31.5, -1.0
219697, 67, 2550, 130.0, False, 0, 29.5, 0, 61.00000000000001
219848, 75, 2550, 130.0, False, 0, 37.5, 37.5, 8.0
219992, 23, 2550, 130.0, False, 0, -14.5, 0, -52.0
220161, 7, 2550, 130.0, False, 0, -30.5, -30.5, -16.0
220311, 65, 2550, 130.0, False, 0, 27.5, 0, 58.00000000000001
220457, 74, 2550, 130.0, False, 0, 36.5, 36.5, 9.0
220600, 21, 2550, 130.0, False, 0, -16.5, 0, -53.00000000000001
220760, 23, 2550, 130.0, False, 0, -14.5, -14.5, 2.0
220920, 70, 2550, 130.0, False, 0, 32.5, 0, 47.0
221070, 70, 2550, 130.0, False, 0, 32.5, 32.5, 0.0
221229, 6, 2550, 130.0, False, 0, -31.5, 0, -64.0
221385, 4, 2550, 130.0, False, 0, -33.5, -33.5, -2.0
221536, 57, 2550, 130.0, False, 0, 19.5, 0, 53.00000000000001
221688, 63, 2550, 130.0, False, 0, 25.5, 25.5, 6.0
221838, 9, 2550, 130.0, False, 0, -28.5, 0, -54.0
221988, 6, 2550, 130.0, False, 0, -31.5, -31.5, -3.0
222141, 48, 2550, 130.0, False, 0, 10.5, 0, 42.0
222281, 70, 2550, 130.0, False, 0, 32.5, 32.5, 22.0
222437, 11, 2550, 130.0, False, 0, -26.5, 0, -59.0
222579, 4, 2550, 130.0, False, 0, -33.5, -33.5, -7.0
222720, 27, 2550, 130.0, False, 0, -10.5, -44.0, 23.0
222862, 39, 2550, 130.0, False, 0, 1.5, 0, 12.0
222995, 44, 2550, 130.0, False, 0, 6.5, 0, 5.0
223149, 36, 2550, 130.0, False, 0, -1.5, 0, -8.0
223291, 24, 2550, 130.0, False, 0, -13.5, -13.5, -12.0
223431, 46, 326, 80, False, 0, 8.5, 0, 22.0
223589, 73, 2550, 80.50000000000001, False, 0, 35.5, 35.5, 27.0
223741, 28, 2550, 81.0, False, 0, -9.5, 0, -45.0
223884, 9, 2550, 81.5, False, 0, -28.5, -28.5, -19.0
224026, 32, 1572, 82.00000000000001, False, 0, -5.5, 0, 23.0
224168, 62, 1565, 82.5, False, 0, 24.5, 0, 30.0
224302, 44, 2550, 83.00000000000001, False, 0, 6.5, 0, -18.0
224448, 9, 2550, 83.5, False, 0, -28.5, 0, -35.0
224588, 21, 2550, 84.0, False, 0, -16.5, -16.5, 12.0
224740, 74, 2550, 84.50000000000001, False, 0, 36.5, 0, 53.00000000000001
224883, 63, 2550, 85.0, False, 0, 25.5, 25.5, -11.0
225018, 6, 2550, 85.50000000000001, False, 0, -31.5, 0, -57.0
225168, 6, 2550, 86.0, False, 0, -31.5, -31.5, 0.0
225318, 67, 1448, 86.5, False, 0, 29.5, 0, 61.00000000000001
225458, 78, 1418, 87.00000000000001, False, 0, 40.5, 40.5, 11.0
225610, 16, 1443, 87.5, False, 0, -21.5, 0, -62.0
225761, 6, 2550, 88.00000000000001, False, 0, -31.5, -31.5, -10.0
225910, 73, 1368, 88.5, False, 0, 35.5, 0, 67.0
226048, 72, 1236, 89.0, False, 0, 34.5, 34.5, -1.0
226187, 21, 1223, 89.50000000000001, False, 0, -16.5, 0, -51.00000000000001
226328, 6, 2550, 90.0, False, 0, -31.5, -31.5, -15.0
226463, 62, 1298, 90.50000000000001, False, 0, 24.5, 0, 56.00000000000001
226598, 79, 1179, 91.0, False, 0, 41.5, 41.5, 17.0
226750, 78, 1389, 91.5, False, 0, 40.5, 82.00000000000001, -1.0
226892, 58, 2550, 92.00000000000001, False, 0, 20.5, 102.5, -20.0
227028, 33, 2550, 92.5, False, 0, -4.5, 0, -25.0
227177, 64, 2550, 93.00000000000001, False, 0, 26.5, 0, 31.0
227314, 82, 2550, 93.5, False, 0, 44.5, 44.5, 18.0
227453, 81, 2550, 94.0, False, 0, 43.50000000000001, 88.00000000000001, -1.0
227588, 72, 2550, 94.50000000000001, False, 0, 34.5, 122.5, -9.0
227728, 23, 2550, 95.0, False, 0, -14.5, 0, -49.0
227871, 24, 2550, 95.50000000000001, False, 0, -13.5, -13.5, 1.0
228017, 79, 2550, 96.00000000000001, False, 0, 41.5, 0, 55.0
228167, 78, 2550, 96.5, False, 0, 40.5, 40.5, -1.0
228326, 79, 1628, 97.00000000000001, False, 0, 41.5, 82.00000000000001, 1.0
228469, 80, 2550, 97.5, False, 0, 42.5, 124.5, 1.0
228648, 78, 2550, 98.00000000000001, False, 0, 40.5, 165.0, -2.0
228800, 70, 2550, 98.50000000000001, False, 0, 32.5, 197.5, -8.0
228950, 36, 2550, 99.0, False, 0, -1.5, 0, -34.0
229100, 9, 2550, 99.50000000000001, False, 0, -28.5, -28.5, -27.0
229238, 59, 2550, 100.0, False, 0, 21.5, 0, 50.0
229387, 76, 2550, 100.5, False, 0, 38.5, 38.5, 17.0
229539, 71, 1671, 101.0, False, 0, 33.5, 72.0, -5.0
229709, 19, 2550, 101.5, False, 0, -18.5, 0, -52.0
229882, 53, 2550, 102.0, False, 0, 15.5, 0, 34.0
230037, 76, 1388, 102.5, False, 0, 38.5, 38.5, 23.0
230200, 72, 2550, 103.0, False, 0, 34.5, 73.00000000000001, -4.0
230340, 64, 2550, 103.5, False, 0, 26.5, 99.50000000000001, -8.0
230481, 64, 2550, 104.0, False, 0, 26.5, 126.0, 0.0
230640, 62, 1261, 104.5, False, 0, 24.5, 150.5, -2.0
230782, 54, 2550, 105.0, False, 0, 16.5, 167.0, -8.0
230931, 36, 2550, 105.5, False, 0, -1.5, 0, -18.0
231067, 47, 2550, 106.0, False, 0, 9.5, 0, 11.0
231207, 76, 2550, 106.5, False, 0, 38.5, 38.5, 29.0
231369, 81, 2550, 107.0, False, 0, 43.50000000000001, 82.00000000000001, 5.0
231507, 75, 2550, 107.5, False, 0, 37.5, 119.5, -6.0
231647, 63, 2550, 108.0, False, 0, 25.5, 145.0, -12.0
231790, 41, 2550, 108.5, False, 0, 3.5, 0, -22.0
231944, 30, 2550, 109.0, False, 0, -7.5, 0, -11.0
232089, 65, 2494, 109.5, False, 0, 27.5, 0, 35.0
232247, 69, 2550, 110.0, False, 0, 31.5, 31.5, 4.0
232390, 48, 2550, 110.5, False, 0, 10.5, 42.0, -21.0
232539, 43, 2464, 111.0, False, 0, 5.5, 0, -5.0
