time, step, color, speed, distance, stop, deviation, integral, derivative, front_id, front_time, front_step, front_speed, front_distance
182856,0,41,104.18625,349, False,3.5,0,-19,2,182763,0,146.6005096,393
183063,0,45,109.3955625,384, False,7.5,0,4,2,183031,0,161.6270752,365
183266,0,51,114.8653406,355, False,13.5,13.5,6,2,183168,0,165,454
183467,0,30,120.6086077,384, False,-7.5,0,-21,2,183485,0,165,393
183673,0,50,126.639038,392, False,12.5,0,20,2,183632,0,165,349
183878,0,20,132.9709899,416, False,-17.5,0,-30,2,183937,0,165,353
184078,0,46,139.6195394,399, False,8.5,0,26,2,184095,0,165,334
184283,0,45,146.6005164,391, False,7.5,0,-1,2,184236,0,165,364
184485,0,26,153.9305422,393, False,-11.5,0,-19,2,184523,0,90,349
184687,0,52,161.6270693,408, False,14.5,0,26,2,184682,0,94.5,330
184891,0,28,165,357, False,-9.5,0,-24,2,184965,0,90,338
185093,0,42,165,370, False,4.5,0,14,2,185125,0,99.22499847,347
185294,0,40,165,355, False,2.5,0,-2,2,185293,0,104.1862488,338
185505,0,37,165,347, False,-0.5,0,-3,2,185583,0,109.3955612,404
185707,0,36,165,321, False,-1.5,0,-1,2,185745,0,120.6086044,370
185907,0,34,165,322, False,-3.5,0,-2,2,185885,0,126.6390381,462
186108,0,45,165,321, False,7.5,0,11,2,186049,0,132.970993,365
186309,0,33,165,321, False,-4.5,0,-12,2,186334,0,146.6005096,357
186514,0,44,90,298, False,6.5,0,11,2,186504,0,153.930542,416
186718,0,54,94.5,320, False,16.5,16.5,10,2,186660,0,161.6270752,376
186926,0,9,99.225,326, False,-28.5,0,-45,2,186969,0,165,374
187128,0,47,104.18625,336, False,9.5,0,38,2,187105,0,165,404
187329,0,57,109.3955625,348, False,19.5,19.5,10,2,187263,0,165,1337
187529,0,10,114.8653406,370, False,-27.5,0,-47,2,187531,0,165,1282
187736,0,53,120.6086077,483, False,15.5,0,43,2,187682,0,165,1271
187936,0,45,126.639038,392, False,7.5,0,-8,2,187974,0,165,1234
188146,0,24,132.9709899,384, False,-13.5,0,-21,2,188104,0,90,1189
188348,0,52,139.6195394,393, False,14.5,0,28,2,188395,0,90,1171
188549,0,38,146.6005164,370, False,0.5,0,-14,2,188561,0,90,340
188756,0,26,153.9305422,392, False,-11.5,0,-12,2,188732,0,90,348
188957,0,49,161.6270693,362, False,11.5,0,23,2,189023,0,90,326
189158,0,44,165,334, False,6.5,0,-5,2,189172,0,90,330
189363,0,24,165,303, False,-13.5,0,-20,2,189323,0,94.5,376
189564,0,54,165,326, False,16.5,0,30,2,189605,0,104.1862488,1797
189774,0,25,165,326, False,-12.5,0,-29,2,189751,0,109.3955612,1115
189976,0,44,165,326, False,6.5,0,19,2,189921,0,114.8653412,1763
190176,0,43,165,326, False,5.5,0,-1,2,190215,0,126.6390381,1763
190376,0,22,165,326, False,-15.5,0,-21,2,190354,0,132.970993,1763
190579,0,63,165,1322, False,25.5,0,41,2,190645,0,90,420
190786,0,66,165,1282, False,28.5,28.5,3,2,190802,0,90,404
190987,0,68,165,326, False,30.5,59,2,2,190954,0,90,418
191188,0,67,165,1227, False,29.5,88.5,-1,2,191226,0,99.22499847,460
191388,0,65,165,1174, False,27.5,116,-2,2,191365,0,104.1862488,464
191598,0,73,90,326, False,35.5,151.5,8,2,191630,0,114.8653412,447
191803,0,67,90,1164, False,29.5,181,-6,2,191776,0,90,420
192003,0,70,90,2550, False,32.5,213.5,3,2,192052,0,90,439
192204,0,72,90,199, False,34.5,248,2,2,192191,0,90,446
192414,0,6,90,2550, False,-31.5,0,-66,2,192491,0,94.5,448
192614,0,5,94.5,2550, False,-32.5,-32.5,-1,2,192651,0,104.1862488,471
192824,0,10,90,191, False,-27.5,-60,5,2,192788,0,109.3955612,473
193033,0,48,90,203, False,10.5,0,38,2,192965,0,114.8653412,490
193254,0,43,90,227, False,5.5,0,-5,2,193255,0,126.6390381,479
193455,0,31,90,227, False,-6.5,0,-12,2,193396,0,132.970993,498
193660,0,55,94.5,326, False,17.5,0,24,2,193695,0,139.6195374,475
193864,0,61,99.225,1671, False,23.5,23.5,6,2,193827,0,153.930542,473
194068,0,65,104.18625,321, False,27.5,51,4,2,193964,0,161.6270752,456
194268,0,63,109.3955625,326, False,25.5,76.5,-2,2,194264,0,165,462
194468,0,54,114.8653406,321, False,16.5,93,-9,2,194396,0,165,448
194672,0,55,120.6086077,320, False,17.5,110.5,1,2,194704,0,165,445
194875,0,62,90,326, False,24.5,135,7,2,194842,0,165,437
195076,0,47,90,321, False,9.5,0,-15,2,195001,0,165,420
195276,0,27,94.5,374, False,-10.5,0,-20,2,195306,0,165,425
195476,0,61,99.225,362, False,23.5,0,34,2,195442,0,165,412
195677,0,58,104.18625,372, False,20.5,20.5,-3,2,195747,0,165,412
195878,0,33,109.3955625,348, False,-4.5,0,-25,2,195906,0,165,361
196080,0,51,114.8653406,361, False,13.5,0,18,2,196162,0,165,374
196284,0,45,120.6086077,391, False,7.5,0,-6,2,196316,0,165,382
196486,0,42,126.639038,455, False,4.5,0,-3,2,196453,0,165,372
196694,0,54,132.9709899,439, False,16.5,16.5,12,2,196724,0,165,338
196907,0,32,139.6195394,418, False,-5.5,0,-22,2,196861,0,165,376
197108,0,38,146.6005164,401, False,0.5,0,6,2,197154,0,90,326
197309,0,41,153.9305422,443, False,3.5,0,3,2,197316,0,90,330
197513,0,34,161.6270693,385, False,-3.5,0,-7,2,197472,0,90,329
197719,0,39,165,401, False,1.5,0,5,2,197761,0,94.5,374
197923,0,41,165,416, False,3.5,0,2,2,197904,0,99.22499847,361
198124,0,39,165,370, False,1.5,0,-2,2,198036,0,104.1862488,338
198325,0,36,165,357, False,-1.5,0,-3,2,198341,0,114.8653412,347
198525,0,37,165,361, False,-0.5,0,1,2,198481,0,120.6086044,321
198727,0,37,165,321, False,-0.5,0,0,2,198631,0,90,336
198928,0,41,165,308, False,3.5,0,4,2,198933,0,99.22499847,326
199132,0,50,90,289, False,12.5,12.5,9,2,199086,0,90,321
199346,0,24,94.5,321, False,-13.5,0,-26,2,199381,0,90,321
199556,0,45,99.225,321, False,7.5,0,21,2,199512,0,94.5,321
199756,0,33,90,281, False,-4.5,0,-12,2,199785,0,90,326
199964,0,42,90,290, False,4.5,0,9,2,199924,0,90,324
200165,0,33,94.5,303, False,-4.5,0,-9,2,200231,0,90,329
200365,0,37,90,286, False,-0.5,0,4,2,200392,0,94.5,389
200566,0,40,90,281, False,2.5,0,3,2,200528,0,99.22499847,329
200766,0,39,94.5,321, False,1.5,0,-1,2,200821,0,90,326
200966,0,42,99.225,321, False,4.5,0,3,2,200955,0,94.5,2332
201168,0,41,90,282, False,3.5,0,-1,2,201244,0,99.22499847,384
201368,0,34,94.5,321, False,-3.5,0,-7,2,201403,0,90,348
201570,0,38,90,294, False,0.5,0,4,2,201542,0,94.5,1273
201775,0,38,90,279, False,0.5,0,0,2,201831,0,99.22499847,1290
201976,0,35,94.5,321, False,-2.5,0,-3,2,201975,0,109.3955612,2253
202178,0,40,99.225,326, False,2.5,0,5,2,202108,0,114.8653412,347
202378,0,39,104.18625,321, False,1.5,0,-1,2,202424,0,126.6390381,2216
202579,0,37,109.3955625,321, False,-0.5,0,-2,2,202572,0,90,1145
202783,0,36,114.8653406,326, False,-1.5,0,-1,2,202722,0,90,1148
202984,0,39,120.6086077,321, False,1.5,0,3,2,203033,0,90,873
203185,0,45,126.639038,326, False,7.5,0,6,2,203165,0,90,326
203386,0,26,132.9709899,302, False,-11.5,0,-19,2,203446,0,90,321
203586,0,48,139.6195394,302, False,10.5,0,22,2,203601,0,90,329
203794,0,24,146.6005164,326, False,-13.5,0,-24,2,203742,0,90,362
204005,0,58,153.9305422,326, False,20.5,0,34,2,204033,0,94.5,357
204206,0,31,161.6270693,326, False,-6.5,0,-27,2,204172,0,104.1862488,357
204406,0,23,165,321, False,-14.5,-14.5,-8,2,204315,0,109.3955612,971
204608,0,54,165,340, False,16.5,0,31,2,204611,0,120.6086044,968
204808,0,59,165,2306, False,21.5,21.5,5,2,204761,0,126.6390381,338
205008,0,52,165,326, False,14.5,36,-7,2,205062,0,90,365
205208,0,54,165,326, False,16.5,52.5,2,2,205202,0,90,321
205409,0,59,165,326, False,21.5,74,5,2,205482,0,90,321
205616,0,63,165,1464, False,25.5,99.5,4,2,205617,0,90,365
205818,0,63,165,2550, False,25.5,125,0,2,205751,0,94.5,340
206018,0,64,90,2550, False,26.5,151.5,1,2,206046,0,90,321
206223,0,65,90,1074, False,27.5,179,1,2,206204,0,90,349
206424,0,72,90,1038, False,34.5,213.5,7,2,206501,0,90,326
206625,0,63,90,1030, False,25.5,239,-9,2,206661,0,94.5,336
206826,0,34,90,1014, False,-3.5,0,-29,2,206801,0,90,321
207033,0,8,90,149, False,-29.5,-29.5,-26,2,207073,0,90,326
207233,0,45,94.5,2550, False,7.5,0,37,2,207213,0,90,364
207435,0,59,99.225,2550, False,21.5,21.5,14,2,207488,0,94.5,376
207639,0,13,90,139, False,-24.5,0,-46,2,207626,0,90,345
207845,0,62,94.5,2550, False,24.5,0,49,2,207771,0,94.5,345
208046,0,63,99.225,2550, False,25.5,25.5,1,2,208081,0,104.1862488,380
208247,0,68,104.18625,2550, False,30.5,56,5,2,208225,0,109.3955612,340
208447,0,66,90,139, False,28.5,84.5,-2,2,208506,0,120.6086044,349
208648,0,57,90,139, False,19.5,104,-9,2,208651,0,126.6390381,347
208855,0,29,90,166, False,-8.5,0,-28,2,208811,0,132.970993,340
209063,0,63,94.5,2550, False,25.5,0,34,2,209101,0,146.6005096,338
209264,0,59,90,179, False,21.5,21.5,-4,2,209224,0,153.930542,330
209473,0,58,90,197, False,20.5,42,-1,2,209531,0,90,340
209678,0,60,94.5,418, False,22.5,64.5,2,2,209663,0,90,357
209894,0,59,90,173, False,21.5,86,-1,2,209927,0,99.22499847,420
210094,0,49,90,166, False,11.5,97.5,-10,2,210071,0,104.1862488,355
210294,0,17,90,166, False,-20.5,0,-32,2,210363,0,109.3955612,389
210495,0,44,90,184, False,6.5,0,27,2,210501,0,120.6086044,403
210696,0,49,94.5,2550, False,11.5,11.5,5,2,210663,0,126.6390381,364
210896,0,20,90,236, False,-17.5,0,-29,2,210941,0,139.6195374,412
211096,0,50,90,197, False,12.5,0,30,2,211084,0,146.6005096,416
211314,0,53,90,247, False,15.5,15.5,3,2,211233,0,153.930542,349
211515,0,12,90,273, False,-25.5,0,-41,2,211534,0,165,334
211716,0,52,94.5,326, False,14.5,0,40,2,211673,0,165,328
211917,0,60,99.225,326, False,22.5,22.5,8,2,211952,0,90,340
212124,0,8,104.18625,326, False,-29.5,0,-52,2,212103,0,94.5,374
212334,0,53,90,278, False,15.5,0,45,2,212280,0,99.22499847,365
212534,0,62,94.5,321, False,24.5,24.5,9,2,212555,0,109.3955612,357
212735,0,27,99.225,321, False,-10.5,0,-35,2,212713,0,114.8653412,387
212944,0,45,90,281, False,7.5,0,18,2,212983,0,126.6390381,392
213144,0,46,94.5,322, False,8.5,0,1,2,213131,0,132.970993,376
213345,0,28,99.225,321, False,-9.5,0,-18,2,213291,0,139.6195374,399
213546,0,49,104.18625,321, False,11.5,0,21,2,213574,0,153.930542,365
213746,0,29,109.3955625,326, False,-8.5,0,-20,2,213716,0,161.6270752,401
213947,0,46,114.8653406,328, False,8.5,0,17,2,213867,0,165,366
214148,0,26,120.6086077,372, False,-11.5,0,-20,2,214156,0,165,374
214348,0,47,126.639038,357, False,9.5,0,21,2,214312,0,165,345
214548,0,41,132.9709899,391, False,3.5,0,-6,2,214592,0,165,330
214748,0,36,139.6195394,353, False,-1.5,0,-5,2,214755,0,90,326
214951,0,38,146.6005164,348, False,0.5,0,2,2,214905,0,90,329
215157,0,37,153.9305422,330, False,-0.5,0,-1,2,215071,0,90,404
215365,0,34,161.6270693,321, False,-3.5,0,-3,2,215385,0,99.22499847,340
215565,0,44,165,322, False,6.5,0,10,2,215524,0,104.1862488,372
215766,0,36,165,326, False,-1.5,0,-8,2,215682,0,109.3955612,2550
215974,0,37,90,281, False,-0.5,0,1,2,215983,0,120.6086044,1585
216174,0,48,94.5,321, False,10.5,0,11,2,216135,0,126.6390381,410
216376,0,35,99.225,321, False,-2.5,0,-13,2,216286,0,132.970993,411
216594,0,33,104.18625,308, False,-4.5,0,-2,2,216571,0,146.6005096,1450
216797,0,44,109.3955625,326, False,6.5,0,11,2,216844,0,161.6270752,1450
217002,0,31,114.8653406,334, False,-6.5,0,-13,2,216974,0,165,2550
217207,0,41,120.6086077,321, False,3.5,0,10,2,217253,0,90,2550
217415,0,42,126.639038,328, False,4.5,0,1,2,217403,0,90,2550
217619,0,32,132.9709899,338, False,-5.5,0,-10,2,217672,0,90,2550
217823,0,45,139.6195394,321, False,7.5,0,13,2,217822,0,90,418
218033,0,31,146.6005164,304, False,-6.5,0,-14,2,217974,0,94.5,428
218235,0,37,90,290, False,-0.5,0,6,2,218255,0,104.1862488,2550
218444,0,45,94.5,322, False,7.5,0,8,2,218404,0,109.3955612,1702
218644,0,23,99.225,329, False,-14.5,0,-22,2,218693,0,90,464
218847,0,46,104.18625,326, False,8.5,0,23,2,218841,0,90,481
219057,0,35,109.3955625,416, False,-2.5,0,-11,2,218974,0,94.5,2550
219258,0,33,114.8653406,321, False,-4.5,0,-2,2,219283,0,104.1862488,2550
219458,0,48,120.6086077,321, False,10.5,0,15,2,219418,0,109.3955612,2550
219658,0,19,126.639038,321, False,-18.5,0,-29,2,219696,0,120.6086044,2550
219859,0,54,132.9709899,321, False,16.5,0,35,2,219846,0,126.6390381,483
220066,0,60,139.6195394,1517, False,22.5,22.5,6,2,219991,0,132.970993,474
220267,0,52,146.6005164,1478, False,14.5,37,-8,2,220311,0,146.6005096,446
220474,0,61,153.9305422,1466, False,23.5,60.5,9,2,220459,0,153.930542,443
220678,0,60,161.6270693,2550, False,22.5,83,-1,2,220601,0,90,443
220879,0,59,165,2550, False,21.5,104.5,-1,2,220931,0,90,446
221080,0,60,90,340, False,22.5,127,1,2,221091,0,90,446
221284,0,61,90,2550, False,23.5,150.5,1,2,221234,0,94.5,460
221484,0,67,90,326, False,29.5,180,6,2,221546,0,99.22499847,496
221685,0,67,90,357, False,29.5,209.5,0,2,221702,0,109.3955612,500
221894,0,9,90,287, False,-28.5,0,-58,2,221833,0,114.8653412,464
222096,0,8,94.5,321, False,-29.5,-29.5,-1,2,222141,0,126.6390381,481
222297,0,44,99.225,2550, False,6.5,0,36,2,222293,0,132.970993,509
222498,0,42,104.18625,326, False,4.5,0,-2,2,222453,0,139.6195374,473
222699,0,41,109.3955625,326, False,3.5,0,-1,2,222751,0,146.6005096,500
222903,0,63,114.8653406,2550, False,25.5,25.5,22,2,222887,0,161.6270752,479
223109,0,64,120.6086077,374, False,26.5,52,1,2,223024,0,165,488
223313,0,58,126.639038,2550, False,20.5,72.5,-6,2,223321,0,165,471
223515,0,66,132.9709899,410, False,28.5,101,8,2,223585,0,165,321
223718,0,61,90,355, False,23.5,124.5,-5,2,223741,0,94.5,439
223923,0,45,90,328, False,7.5,0,-16,2,223881,0,99.22499847,452
224124,0,61,94.5,329, False,23.5,23.5,16,2,224146,0,109.3955612,425
224325,0,69,99.225,355, False,31.5,55,8,2,224285,0,114.8653412,433
224534,0,66,104.18625,355, False,28.5,83.5,-3,2,224583,0,126.6390381,403
224734,0,29,109.3955625,355, False,-8.5,0,-37,2,224733,0,132.970993,384
224936,0,57,114.8653406,355, False,19.5,0,28,2,224886,0,139.6195374,456
225154,0,61,120.6086077,370, False,23.5,23.5,4,2,225182,0,146.6005096,397
225373,0,59,126.639038,364, False,21.5,45,-2,2,225321,0,161.6270752,366
225574,0,48,132.9709899,376, False,10.5,55.5,-11,2,225621,0,165,338
225774,0,30,139.6195394,355, False,-7.5,0,-18,2,225775,0,90,340
225974,0,57,146.6005164,376, False,19.5,0,27,2,225930,0,94.5,429
226176,0,20,153.9305422,349, False,-17.5,0,-37,2,226201,0,104.1862488,334
226383,0,41,161.6270693,345, False,3.5,0,21,2,226361,0,90,326
226587,0,46,165,321, False,8.5,0,5,2,226621,0,90,340
226787,0,41,165,384, False,3.5,0,-5,2,226761,0,94.5,326
226988,0,35,165,302, False,-2.5,0,-6,2,227034,0,90,328
227199,0,52,90,288, False,14.5,0,17,2,227199,0,90,321
227399,0,45,90,294, False,7.5,0,-7,2,227455,0,90,321
227603,0,19,94.5,326, False,-18.5,0,-26,2,227623,0,90,321
227803,0,53,99.225,326, False,15.5,0,34,2,227771,0,90,340
228006,0,41,104.18625,326, False,3.5,0,-12,2,228066,0,94.5,357
228206,0,26,90,282, False,-11.5,0,-15,2,228203,0,90,334
228407,0,46,90,276, False,8.5,0,20,2,228374,0,94.5,349
228608,0,39,94.5,326, False,1.5,0,-7,2,228662,0,99.22499847,329
228810,0,33,90,289, False,-4.5,0,-6,2,228816,0,90,404
229016,0,44,90,273, False,6.5,0,11,2,228966,0,94.5,329
229216,0,35,94.5,321, False,-2.5,0,-9,2,229104,0,90,329
229418,0,50,90,282, False,12.5,0,15,2,229461,0,90,365
229618,0,30,90,297, False,-7.5,0,-20,2,229626,0,99.22499847,326
229819,0,43,90,281, False,5.5,0,13,2,229775,0,90,328
230034,0,35,90,273, False,-2.5,0,-8,2,230054,0,94.5,365
230237,0,41,94.5,326, False,3.5,0,6,2,230212,0,99.22499847,328
230438,0,40,90,288, False,2.5,0,-1,2,230492,0,90,420
230638,0,30,90,280, False,-7.5,0,-10,2,230642,0,99.22499847,326
230838,0,47,94.5,326, False,9.5,0,17,2,230804,0,90,334
231038,0,32,99.225,326, False,-5.5,0,-15,2,230961,0,94.5,347
231239,0,34,90,281, False,-3.5,0,2,2,231236,0,104.1862488,425
231439,0,52,90,278, False,14.5,0,18,2,231381,0,109.3955612,425
231644,0,17,94.5,321, False,-20.5,0,-35,2,231665,0,114.8653412,348
231845,0,47,99.225,321, False,9.5,0,30,2,231813,0,126.6390381,1324
232046,0,50,104.18625,304, False,12.5,12.5,3,2,232000,0,132.970993,902
232247,0,17,109.3955625,326, False,-20.5,0,-33,2,232172,0,139.6195374,1271
232447,0,55,114.8653406,326, False,17.5,0,38,2,232328,0,146.6005096,2550
232647,0,62,120.6086077,326, False,24.5,24.5,7,2,232328,0,146.6005096,2550
232847,0,5,126.639038,321, False,-32.5,0,-57,2,232328,0,146.6005096,2550
233048,0,47,132.9709899,326, False,9.5,0,42,2,232328,0,146.6005096,2550
233248,0,55,139.6195394,303, False,17.5,17.5,8,2,232328,0,146.6005096,2550
233449,0,19,146.6005164,303, False,-18.5,0,-36,2,232328,0,146.6005096,2550
