time, step, color, speed, distance, stop, deviation, integral, derivative, front_id, front_time, front_step, front_speed, front_distance
12422,0,75,165,2550, False,35,67,3,1,12528,0,130,2550
12573,0,45,165,2550, False,5,0,-30,1,12678,0,130,2550
12719,0,5,165,970, False,-35,0,-40,1,12818,0,130,2550
12866,0,5,165,2550, False,-35,-35,0,1,12967,0,130,2550
12995,0,15,165,2550, False,-25,-60,10,1,12967,0,130,2550
13141,0,65,165,1808, False,25,0,50,1,13249,0,130,2550
13284,0,71,165,1762, False,31,31,6,1,13391,0,130,2550
13412,0,64,165,1722, False,24,55,-7,1,13391,0,130,2550
13562,0,38,165,1694, False,-2,0,-26,1,13678,0,130,2550
13699,0,9,165,1679, False,-31,-31,-29,1,13678,0,130,2550
13823,0,14,165,1650, False,-26,-57,5,1,13829,0,130,2550
13982,0,65,165,1611, False,25,0,51,1,13981,0,130,2550
14111,0,67,165,1603, False,27,27,2,1,14121,0,130,2550
14262,0,62,165,1564, False,22,49,-5,1,14261,0,130,2550
14431,0,28,165,1536, False,-12,0,-34,1,14410,0,130,1797
14582,0,8,165,1519, False,-32,-32,-20,1,14551,0,130,2370
14721,0,34,165,1472, False,-6,0,26,1,14710,0,130,1825
14891,0,64,165,1456, False,24,0,30,1,14852,0,130,1783
15031,0,64,165,1435, False,24,24,0,1,15147,0,130,1732
15164,0,46,165,1418, False,6,0,-18,1,15147,0,130,1723
15302,0,29,165,1387, False,-11,0,-17,1,15297,0,130,2390
15461,0,21,165,1385, False,-19,-19,-8,1,15439,0,130,1665
15602,0,53,165,1385, False,13,0,32,1,15579,0,130,1641
15734,0,71,165,1326, False,31,31,18,1,15728,0,130,1640
15890,0,70,165,1326, False,30,61,-1,1,16007,0,130,1678
16030,0,72,165,1326, False,32,93,2,1,16007,0,130,1616
16163,0,75,165,1254, False,35,128,3,1,16152,0,130,1572
16291,0,74,90,1227, False,34,162,-1,1,16298,0,130,1558
16452,0,73,90,1210, False,33,195,-1,1,16448,0,130,1528
16591,0,75,90,1196, False,35,230,2,1,16580,0,130,1529
16752,0,59,90,1202, False,19,249,-16,1,16728,0,130,1490
16890,0,9,90,1902, False,-31,0,-50,1,16877,0,130,1486
17025,0,5,94.5,1877, False,-35,-35,-4,1,17027,0,130,1486
17183,0,37,99.225,1174, False,-3,0,32,1,17175,0,130,1472
17330,0,85,104.18625,1168, False,45,0,48,1,17318,0,130,1472
17481,0,85,109.3955625,1139, False,45,45,0,1,17471,0,130,1472
17655,0,54,114.8653406,1156, False,14,59,-31,1,17772,0,130,1472
17792,0,6,120.6086077,1800, False,-34,0,-48,1,17772,0,130,1472
17921,0,11,126.639038,1783, False,-29,-29,5,1,17920,0,130,2550
18065,0,68,132.9709899,1162, False,28,0,57,1,18060,0,130,2550
18231,0,62,139.6195394,1767, False,22,22,-6,1,18338,0,130,2550
18364,0,68,146.6005164,1746, False,28,50,6,1,18497,0,130,1856
18511,0,68,153.9305422,1718, False,28,78,0,1,18497,0,130,1408
18650,0,68,161.6270693,1702, False,28,106,0,1,18648,0,130,2063
18783,0,71,90,1672, False,31,137,3,1,18789,0,130,2072
18943,0,77,90,1638, False,37,174,6,1,18931,0,130,2047
19082,0,75,90,1633, False,35,209,-2,1,19078,0,130,1366
19223,0,72,90,1619, False,32,241,-3,1,19219,0,130,2550
19359,0,62,90,1089, False,22,263,-10,1,19362,0,130,2382
19502,0,14,90,1076, False,-26,0,-48,1,19507,0,130,2340
19680,0,5,94.5,1093, False,-35,-35,-9,1,19658,0,130,2550
19805,0,60,99.225,1076, False,20,0,55,1,19807,0,130,1280
19955,0,72,90,326, False,32,32,12,1,19950,0,130,1250
20088,0,70,94.5,1173, False,30,62,-2,1,20086,0,130,2550
20242,0,66,99.225,2550, False,26,88,-4,1,20358,0,130,2230
20373,0,39,104.18625,362, False,-1,0,-27,1,20500,0,130,2227
20518,0,11,109.3955625,2304, False,-29,-29,-28,1,20500,0,130,2227
20654,0,19,114.8653406,2550, False,-21,-50,8,1,20643,0,130,2227
20792,0,62,120.6086077,1138, False,22,0,43,1,20788,0,130,336
20924,0,66,126.639038,2550, False,26,26,4,1,20928,0,80,2163
21081,0,56,132.9709899,1525, False,16,42,-10,1,21077,0,80.5,1122
21222,0,26,139.6195394,1119, False,-14,0,-30,1,21349,0,81,1114
21366,0,12,146.6005164,2550, False,-28,-28,-14,1,21349,0,81.5,1062
21495,0,43,153.9305422,2550, False,3,0,31,1,21619,0,82.5,1080
21646,0,66,161.6270693,1166, False,26,26,23,1,21768,0,83,1066
21775,0,69,165,2550, False,29,55,3,1,21768,0,83,1066
21916,0,56,165,954, False,16,71,-13,1,21919,0,83.5,1046
22071,0,11,165,1111, False,-29,0,-45,1,22068,0,84,1042
22206,0,4,165,1054, False,-36,-36,-7,1,22210,0,84.5,1024
22351,0,29,165,1046, False,-11,-47,25,1,22352,0,85,1028
22521,0,63,165,2550, False,23,0,34,1,22488,0,85.5,1001
22654,0,69,165,1012, False,29,29,6,1,22628,0,86,998
22804,0,47,165,972, False,7,0,-22,1,22779,0,86.5,979
22943,0,16,165,984, False,-24,0,-31,1,22942,0,87,2550
23076,0,17,165,1054, False,-23,-23,1,1,23082,0,87.5,1906
23233,0,65,165,982, False,25,0,48,1,23228,0,88,960
23381,0,66,165,1024, False,26,26,1,1,23369,0,88.5,2550
23536,0,25,165,899, False,-15,0,-41,1,23657,0,89.5,2550
23681,0,8,165,921, False,-32,-32,-17,1,23790,0,90,2550
23810,0,37,165,2409, False,-3,0,29,1,23790,0,90,2550
23942,0,73,165,937, False,33,0,36,1,23932,0,90.5,2550
24104,0,57,165,842, False,17,17,-16,1,24221,0,91.5,2550
24236,0,8,165,840, False,-32,0,-49,1,24221,0,91.5,871
24372,0,5,165,818, False,-35,-35,-3,1,24362,0,92,856
24523,0,51,165,782, False,11,0,46,1,24508,0,92.5,864
24671,0,65,165,2550, False,25,25,14,1,24648,0,93,1152
24815,0,61,165,780, False,21,46,-4,1,24798,0,93.5,2550
24955,0,43,165,765, False,3,0,-18,1,24967,0,94,2550
25112,0,18,165,757, False,-22,0,-25,1,25110,0,94.5,2550
25261,0,18,165,757, False,-22,-22,0,1,25250,0,95,2550
25392,0,63,165,748, False,23,0,45,1,25387,0,95.5,2550
25534,0,72,165,1679, False,32,32,9,1,25528,0,96,2550
25666,0,50,165,734, False,10,42,-22,1,25672,0,96.5,2494
25821,0,7,165,750, False,-33,0,-43,1,25826,0,97,2473
25972,0,7,165,728, False,-33,-33,0,1,25968,0,97.5,2457
26130,0,77,165,728, False,37,0,70,1,26112,0,98,2456
26263,0,71,165,2550, False,31,31,-6,1,26254,0,98.5,2443
26392,0,64,165,2550, False,24,55,-7,1,26389,0,99,2430
26530,0,36,165,2124, False,-4,0,-28,1,26539,0,99.5,2416
26675,0,6,165,2550, False,-34,-34,-30,1,26680,0,100,2405
26835,0,30,165,2550, False,-10,-44,24,1,26827,0,100.5,2390
26984,0,80,165,2550, False,40,0,50,1,26969,0,101,2378
27130,0,80,165,1372, False,40,40,0,1,27109,0,101.5,2354
27276,0,37,165,2550, False,-3,0,-43,1,27390,0,102,2340
27406,0,7,165,1288, False,-33,-33,-30,1,27390,0,102.5,2340
27545,0,12,165,1286, False,-28,-61,5,1,27527,0,103,2340
27695,0,72,165,1255, False,32,0,60,1,27812,0,104,2320
27830,0,67,165,2550, False,27,27,-5,1,27812,0,104,2306
27982,0,61,165,2282, False,21,48,-6,1,27952,0,104.5,2291
28115,0,62,165,2550, False,22,70,1,1,28108,0,105,2282
28262,0,67,165,2550, False,27,97,5,1,28250,0,105.5,2265
28413,0,70,165,2154, False,30,127,3,1,28392,0,106,2252
28555,0,77,90,2550, False,37,164,7,1,28532,0,106.5,2230
28692,0,75,90,1145, False,35,199,-2,1,28672,0,107,2550
28821,0,84,90,1119, False,44,243,9,1,28817,0,107.5,2550
28971,0,85,90,1093, False,45,288,1,1,28977,0,108,2550
29123,0,82,90,1058, False,42,330,-3,1,29118,0,108.5,2550
29282,0,73,90,1044, False,33,363,-9,1,29257,0,109,2550
29412,0,80,90,1052, False,40,403,7,1,29400,0,109.5,2550
29572,0,6,90,595, False,-34,0,-74,1,29542,0,110,2550
29719,0,8,94.5,605, False,-32,-32,2,1,29692,0,110.5,2550
29860,0,5,99.225,559, False,-35,-67,-3,1,29860,0,111,2550
29997,0,8,104.18625,574, False,-32,-99,3,1,30002,0,111.5,2550
30165,0,6,109.3955625,574, False,-34,-133,-2,1,30138,0,112,2550
30322,0,5,90,758, False,-35,-168,-1,1,30418,0,113,2550
30465,0,5,90,2550, False,-35,-203,0,1,30558,0,113.5,2550
30620,0,5,90,2550, False,-35,-238,0,1,30710,0,114,2550
30763,0,72,90,2550, False,32,0,67,1,30868,0,114.5,2550
30915,0,75,94.5,1848, False,35,35,3,1,30868,0,115,2550
31046,0,79,99.225,2550, False,39,74,4,1,31017,0,115,2550
31203,0,80,104.18625,1746, False,40,114,1,1,31319,0,116,2550
31374,0,82,90,2550, False,42,156,2,1,31460,0,116.5,2550
31524,0,82,90,2550, False,42,198,0,1,31597,0,117,2550
31665,0,82,90,864, False,42,240,0,1,31754,0,117.5,2550
31795,0,82,90,864, False,42,282,0,1,31922,0,117.5,2550
31943,0,81,90,864, False,41,323,-1,1,31922,0,118,2550
32094,0,68,90,758, False,28,351,-13,1,32197,0,119,2550
32305,0,6,90,658, False,-34,0,-62,1,32348,0,119.5,2550
32465,0,5,94.5,654, False,-35,-35,-1,1,32492,0,120,2550
32634,0,4,99.225,639, False,-36,-71,-1,1,32632,0,120.5,2550
32785,0,5,104.18625,660, False,-35,-106,1,1,32780,0,121,1824
32933,0,56,90,670, False,16,0,51,1,32927,0,121.5,2550
33081,0,67,94.5,714, False,27,27,11,1,33068,0,122,2550
33213,0,67,99.225,714, False,27,54,0,1,33212,0,122.5,2550
33355,0,65,104.18625,714, False,25,79,-2,1,33358,0,123,1786
33506,0,59,109.3955625,689, False,19,98,-6,1,33501,0,123.5,1764
33654,0,44,114.8653406,698, False,4,0,-15,1,33781,0,124.5,2550
33821,0,14,120.6086077,681, False,-26,0,-30,1,33925,0,125,1738
33972,0,22,126.639038,728, False,-18,-18,8,1,34067,0,125.5,2550
34125,0,69,132.9709899,693, False,29,0,47,1,34218,0,126,2550
34281,0,83,139.6195394,698, False,43,43,14,1,34371,0,126.5,1680
34437,0,40,146.6005164,742, False,0,0,-43,1,34562,0,127,1672
34620,0,5,153.9305422,726, False,-35,-35,-35,1,34701,0,127.5,1640
34805,0,5,161.6270693,730, False,-35,-70,0,1,34840,0,128,2550
34963,0,33,165,689, False,-7,0,28,1,34990,0,128.5,2550
35091,0,68,165,726, False,28,0,35,1,35131,0,129,1573
35234,0,64,165,718, False,24,24,-4,1,35270,0,129.5,1571
35373,0,30,165,689, False,-10,0,-34,1,35403,0,130,1572
35525,0,22,165,704, False,-18,-18,-8,1,35547,0,130,2550
35692,0,66,90,326, False,26,0,44,1,35681,0,130,1498
35845,0,70,94.5,693, False,30,30,4,1,35960,0,130,1456
35981,0,66,99.225,658, False,26,56,-4,1,36117,0,130,1456
36145,0,18,104.18625,658, False,-22,0,-48,1,36117,0,130,1422
36281,0,5,109.3955625,658, False,-35,-35,-13,1,36400,0,130,1444
36428,0,27,114.8653406,658, False,-13,-48,22,1,36538,0,130,2550
36603,0,66,120.6086077,705, False,26,0,39,1,36696,0,130,1422
36741,0,69,126.639038,710, False,29,29,3,1,36696,0,130,1422
36876,0,64,132.9709899,720, False,24,53,-5,1,37002,0,130,2550
37074,0,10,139.6195394,710, False,-30,0,-54,1,37148,0,130,2550
37226,0,10,146.6005164,706, False,-30,-30,0,1,37289,0,130,2550
37415,0,23,153.9305422,712, False,-17,-47,13,1,37436,0,130,2550
37594,0,59,161.6270693,744, False,19,0,36,1,37709,0,130,2550
37741,0,70,165,736, False,30,30,11,1,37851,0,130,2550
37881,0,59,165,736, False,19,49,-11,1,37997,0,130,2550
38024,0,22,165,691, False,-18,0,-37,1,37997,0,130,2550
38164,0,7,165,680, False,-33,-33,-15,1,38288,0,130,2550
38301,0,32,165,720, False,-8,0,25,1,38288,0,130,2550
38431,0,66,165,679, False,26,0,34,1,38427,0,130,2550
38601,0,57,165,704, False,17,17,-9,1,38578,0,130,2550
38733,0,15,165,704, False,-25,0,-42,1,38711,0,130,2550
38875,0,9,165,693, False,-31,-31,-6,1,38992,0,130,2550
39012,0,50,165,693, False,10,0,41,1,38992,0,130,2550
39155,0,67,165,693, False,27,27,17,1,39129,0,130,2550
39291,0,46,165,693, False,6,0,-21,1,39281,0,130,2550
39448,0,8,165,578, False,-32,0,-38,1,39427,0,130,2550
39608,0,11,165,672, False,-29,-29,3,1,39727,0,130,2550
39803,0,70,165,2550, False,30,0,59,1,39872,0,130,2550
39939,0,70,165,2550, False,30,30,0,1,40047,0,130,2550
40073,0,66,165,2550, False,26,56,-4,1,40198,0,130,2550
40214,0,47,165,2550, False,7,0,-19,1,40198,0,130,2550
40346,0,11,165,2167, False,-29,0,-36,1,40340,0,130,2550
40490,0,8,165,2550, False,-32,-32,-3,1,40478,0,130,2550
40626,0,65,165,2550, False,25,0,57,1,40627,0,130,2550
40772,0,79,165,1557, False,39,39,14,1,40777,0,130,2550
40931,0,60,165,891, False,20,59,-19,1,40919,0,130,2550
41076,0,18,165,2550, False,-22,0,-42,1,41061,0,130,2550
41202,0,35,165,1503, False,-5,0,17,1,41209,0,130,2550
41345,0,69,165,2550, False,29,0,34,1,41357,0,130,2550
41483,0,67,165,2550, False,27,27,-2,1,41499,0,130,2550
41621,0,70,165,1422, False,30,57,3,1,41637,0,130,2550
41781,0,66,165,1436, False,26,83,-4,1,41780,0,130,2550
41932,0,68,165,2550, False,28,111,2,1,41927,0,130,2550
42061,0,72,90,2550, False,32,143,4,1,42069,0,130,2550
42225,0,70,90,2550, False,30,173,-2,1,42219,0,130,2550
42355,0,72,90,2550, False,32,205,2,1,42358,0,130,2550
42489,0,75,90,2550, False,35,240,3,1,42488,0,130,2550
42660,0,78,90,2550, False,38,278,3,1,42652,0,130,2550
42822,0,88,90,2550, False,48,326,10,1,42801,0,130,2550
42971,0,80,90,2550, False,40,366,-8,1,43100,0,130,2550
43128,0,15,90,2550, False,-25,0,-65,1,43249,0,130,2550
43268,0,5,94.5,563, False,-35,-35,-10,1,43249,0,130,2550
43424,0,5,99.225,592, False,-35,-70,0,1,43408,0,130,2550
43581,0,5,104.18625,635, False,-35,-105,0,1,43558,0,130,2550
43722,0,5,90,609, False,-35,-140,0,1,43711,0,130,2550
43877,0,24,90,609, False,-16,-156,19,1,43867,0,130,2550
44041,0,76,90,2550, False,36,0,52,1,44141,0,130,2550
44195,0,79,94.5,2550, False,39,39,3,1,44289,0,130,2550
44405,0,80,99.225,2550, False,40,79,1,1,44432,0,130,2550
44543,0,80,104.18625,2550, False,40,119,0,1,44602,0,130,2550
44695,0,78,90,2550, False,38,157,-2,1,44757,0,130,1864
44835,0,73,90,2550, False,33,190,-5,1,44911,0,130,1864
44973,0,70,90,674, False,30,220,-3,1,45091,0,130,2550
45102,0,63,90,654, False,23,243,-7,1,45091,0,130,2550
45251,0,22,90,740, False,-18,0,-41,1,45252,0,130,1799
45395,0,3,94.5,2550, False,-37,-37,-19,1,45388,0,130,1793
45532,0,57,99.225,666, False,17,0,54,1,45522,0,130,1793
45665,0,79,104.18625,685, False,39,39,22,1,45662,0,130,1793
45814,0,73,109.3955625,697, False,33,72,-6,1,45798,0,130,1793
45963,0,61,114.8653406,693, False,21,93,-12,1,45942,0,130,1793
46096,0,33,120.6086077,679, False,-7,0,-28,1,46089,0,130,1793
46246,0,18,126.639038,651, False,-22,-22,-15,1,46228,0,130,1793
46384,0,63,132.9709899,639, False,23,0,45,1,46371,0,130,1793
46541,0,74,139.6195394,705, False,34,34,11,1,46661,0,130,1793
46673,0,48,146.6005164,697, False,8,0,-26,1,46661,0,130,326
46812,0,6,153.9305422,668, False,-34,0,-42,1,46807,0,80,326
46934,0,5,161.6270693,643, False,-35,-35,-1,1,46959,0,80,1607
47085,0,65,165,668, False,25,0,60,1,47101,0,80.5,1580
47241,0,62,165,658, False,22,22,-3,1,47242,0,81,1740
47381,0,44,165,624, False,4,0,-18,1,47391,0,81.5,1536
47523,0,25,165,609, False,-15,0,-19,1,47533,0,82,1529
47675,0,28,165,563, False,-12,-12,3,1,47678,0,82.5,1503
47825,0,53,165,573, False,13,0,25,1,47819,0,83,2155
47973,0,60,165,553, False,20,20,7,1,47958,0,83.5,2130
48104,0,18,165,569, False,-22,0,-42,1,48110,0,84,1490
48263,0,5,165,555, False,-35,-35,-13,1,48260,0,84.5,1468
48420,0,70,165,534, False,30,0,65,1,48398,0,85,1426
48548,0,81,165,537, False,41,41,11,1,48547,0,85.5,1404
48695,0,76,165,519, False,36,77,-5,1,48688,0,86,1464
48827,0,17,165,517, False,-23,0,-59,1,48829,0,86.5,1438
48971,0,5,165,479, False,-35,-35,-12,1,48987,0,87,1397
49113,0,18,165,481, False,-22,-57,13,1,49128,0,87.5,1252
49237,0,65,165,479, False,25,0,47,1,49278,0,88,1351
49366,0,79,165,447, False,39,39,14,1,49419,0,88.5,1464
49503,0,55,165,445, False,15,54,-24,1,49589,0,89,1361
49643,0,11,165,429, False,-29,0,-44,1,49741,0,89,1330
49775,0,4,165,436, False,-36,-36,-7,1,49880,0,90,1174
49922,0,24,165,428, False,-16,-52,20,1,50017,0,90.5,1330
50053,0,64,165,389, False,24,0,40,1,50157,0,91,1406
50181,0,64,165,404, False,24,24,0,1,50301,0,91.5,1380
50333,0,53,165,357, False,13,37,-11,1,50441,0,92,1370
50471,0,14,165,340, False,-26,0,-39,1,50441,0,92,1370
50602,0,11,90,321, False,-29,-29,-3,1,50592,0,92.5,1378
50745,0,53,90,321, False,13,0,42,1,50748,0,93,1343
50902,0,60,94.5,334, False,20,20,7,1,50882,0,93.5,1332
51052,0,33,99.225,338, False,-7,0,-27,1,51159,0,94,2550
51181,0,13,104.18625,376, False,-27,-27,-20,1,51159,0,94.5,2550
51326,0,34,109.3955625,357, False,-6,0,21,1,51450,0,95.5,1309
51474,0,67,90,326, False,27,0,33,1,51450,0,95.5,1309
51612,0,74,90,328, False,34,34,7,1,51599,0,96,1278
51761,0,69,94.5,357, False,29,63,-5,1,51750,0,96.5,2550
51893,0,23,90,321, False,-17,0,-46,1,51892,0,97,2550
52044,0,5,94.5,392, False,-35,-35,-18,1,52034,0,97.5,2550
52200,0,19,99.225,340, False,-21,-56,14,1,52179,0,98,2550
52336,0,66,104.18625,340, False,26,0,47,1,52328,0,98.5,2550
52490,0,67,90,321, False,27,27,1,1,52471,0,99,2550
52661,0,50,94.5,340, False,10,37,-17,1,52631,0,99.5,2550
52794,0,29,90,321, False,-11,0,-21,1,52798,0,100,2550
52933,0,20,90,326, False,-20,-20,-9,1,52940,0,100.5,2550
53101,0,53,90,329, False,13,0,33,1,53210,0,101.5,2550
53234,0,71,94.5,383, False,31,31,18,1,53210,0,101.5,2550
53362,0,67,99.225,357, False,27,58,-4,1,53368,0,102,2550
53526,0,17,104.18625,340, False,-23,0,-50,1,53650,0,103,2550
53664,0,4,90,329, False,-36,-36,-13,1,53650,0,103,2550
53811,0,6,94.5,389, False,-34,-70,2,1,53810,0,103.5,2550
53970,0,47,99.225,408, False,7,0,41,1,53957,0,104,1267
54096,0,72,104.18625,408, False,32,32,25,1,54109,0,104.5,2550
54271,0,71,109.3955625,2550, False,31,63,-1,1,54259,0,105,2550
54425,0,38,114.8653406,353, False,-2,0,-33,1,54400,0,105.5,2550
54562,0,5,120.6086077,340, False,-35,-35,-33,1,54547,0,106,2550
54706,0,14,126.639038,345, False,-26,-61,9,1,54692,0,106.5,2550
54834,0,75,132.9709899,1316, False,35,0,61,1,54831,0,107,2550
54998,0,74,139.6195394,939, False,34,34,-1,1,54988,0,107.5,2550
55142,0,75,146.6005164,1299, False,35,69,1,1,55140,0,108,2550
55292,0,81,153.9305422,1389, False,41,110,6,1,55282,0,108.5,2550
55423,0,82,90,1993, False,42,152,1,1,55427,0,109,2550
55575,0,77,90,1944, False,37,189,-5,1,55588,0,109.5,2550
55727,0,41,90,1944, False,1,0,-36,1,55730,0,110,2550
55892,0,5,94.5,389, False,-35,0,-36,1,56010,0,110.5,2550
56022,0,18,99.225,353, False,-22,-22,13,1,56010,0,111,2550
56161,0,75,104.18625,404, False,35,0,57,1,56149,0,111.5,2550
56292,0,78,109.3955625,2550, False,38,38,3,1,56290,0,112,2550
56431,0,86,114.8653406,2550, False,46,84,8,1,56426,0,112.5,2550
56571,0,74,120.6086077,383, False,34,118,-12,1,56559,0,113,2471
56711,0,89,90,383, False,49,167,15,1,56700,0,113.5,2412
56873,0,46,90,2550, False,6,0,-43,1,56859,0,114,2550
57031,0,6,90,326, False,-34,0,-40,1,57018,0,114.5,2550
57182,0,6,94.5,391, False,-34,-34,0,1,57299,0,115,2550
57320,0,69,99.225,393, False,29,0,63,1,57299,0,115.5,2367
57481,0,72,104.18625,2550, False,32,32,3,1,57597,0,116.5,2378
57622,0,59,90,326, False,19,51,-13,1,57597,0,116.5,2271
57762,0,42,94.5,392, False,2,0,-17,1,57748,0,117,2550
57911,0,43,99.225,435, False,3,0,1,1,58021,0,118,2299
58044,0,65,104.18625,2550, False,25,25,22,1,58021,0,118,2213
58171,0,68,109.3955625,418, False,28,53,3,1,58168,0,118.5,2550
58309,0,66,114.8653406,418, False,26,79,-2,1,58310,0,119,2550
58466,0,67,120.6086077,404, False,27,106,1,1,58450,0,119.5,2550
58614,0,68,90,425, False,28,134,1,1,58601,0,120,2214
